,,,,start,end,ampl. [pA],,dwell time [ms],freq.,interevent interval,,,,N1,,tau1,,N2,,tau2,,N3,,tau3,,N4,,tau4,,,Burst analysis,ev./burst,start,end,duration [ms],mean intraburst interval [ms],,frequency [Hz],,open duration mean [ms],,openings,closures,,,,,,,,,,,,,,,,,
1,1,0,A,20462.15039,20473.40039,0.094976,0.310741,11.25,363.636353,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20473.40039,20474.19922,2.072214,0.236022,0.7987,76.622482,13.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20474.19922,20474.80078,0.230224,0.294083,0.6018,82.996506,12.0487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20477,20477.84961,0.020805,0.227221,0.8495,357.040833,2.8008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20477.84961,20478.80078,2.111259,0.301984,0.9515,556.018921,1.7985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,AB,20478.80078,20479,0.879163,0,0.199,555.24707,1.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20479,20479.75,2.406706,0.339973,0.75,869.187317,1.1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20479.75,20481,0.396985,0.42263,1.25,1053.740723,0.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20481,20481.59961,2.455364,0.15741,0.5995,500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20481.59961,20482,-0.043263,0.229674,0.4005,540.686646,1.8495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,AB,20482,20482.15039,1.832247,0,0.1505,1000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20482.15039,20482.5,0.340954,0.079424,0.3495,1814.88208,0.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,AB,20482.5,20483.19922,1.89737,0.252392,0.6992,2000,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20483.19922,20483.94922,0.160712,0.36995,0.75,953.561523,1.0487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,AB,20489.84961,20489.94922,1.124666,0,0.0997,285.714294,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20489.94922,20491.94922,2.074102,0.201426,2,870.928406,1.1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20491.94922,20492.40039,0.005281,0.424262,0.4513,476.258514,2.0997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20492.40039,20492.84961,2.148598,0.198125,0.449,407.946808,2.4513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,AB,20492.84961,20493.05078,1.215981,0,0.2015,1110.740845,0.9003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20493.05078,20493.90039,1.977512,0.285478,0.8495,1537.279053,0.6505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20493.90039,20496.44922,0.109167,0.3092,2.5487,951.474792,1.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20500.5,20502.25,0.137202,0.283688,1.75,476.303894,2.0995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,AB,20502.25,20502.40039,1.951334,0,0.1505,476.303894,2.0995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20502.40039,20503.19922,-0.007894,0.192747,0.7987,526.177307,1.9005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20503.19922,20506.15039,2.000572,0.320956,2.9513,1053.518799,0.9492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,AB,20506.15039,20506.25,1.164612,0,0.0995,266.666656,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20506.25,20506.75,2.086243,0.147397,0.5,327.782867,3.0508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20506.75,20507.5,-0.2453,0.327162,0.75,1668.056763,0.5995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20507.5,20509.34961,2.062101,0.25513,1.8495,800,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20509.34961,20509.59961,0.487209,0,0.25,384.689362,2.5995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20513.34961,20513.59961,-0.027576,0,0.25,741.015198,1.3495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20513.59961,20514.90039,2.05136,0.199186,1.301,869.33844,1.1503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20514.90039,20516.94922,0.173539,0.282348,2.0487,644.7453,1.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20516.94922,20518.15039,1.759437,0.20231,1.2013,298.53421,3.3497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,AB,20518.15039,20518.25,1.13993,0,0.0995,307.692322,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20518.25,20522.30078,1.84267,0.242645,4.051,768.75769,1.3008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20522.30078,20522.55078,0.315955,0,0.25,240.93483,4.1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,AB,20523.25,20523.40039,0.839062,0,0.1505,1053.740723,0.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20523.40039,20525.69922,2.073862,0.319094,2.2987,3322.259033,0.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20525.69922,20527.40039,0.127392,0.216758,1.7013,408.2966,2.4492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20527.40039,20529.40039,2.091345,0.279377,2,250,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,AB,20529.40039,20529.55078,0.701439,0,0.1505,270.175354,3.7013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20561.25,20563.19922,0.278044,0.171424,1.9492,190.476196,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20563.19922,20563.59961,1.878532,0.052829,0.4003,444.444458,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20563.59961,20564,0.323661,0.324904,0.4005,425.622467,2.3495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20564,20565.15039,2.152531,0.296688,1.1505,1248.751221,0.8008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,AB,20565.15039,20565.34961,0.399216,0,0.199,644.7453,1.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20565.34961,20565.80078,2.24736,0.081362,0.4515,741.015198,1.3495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,AB,20565.80078,20565.94922,0.582321,0,0.1482,1537.279053,0.6505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20565.94922,20566.40039,1.932419,0.065935,0.4513,1667.500366,0.5997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20566.40039,20567.30078,-0.02803,0.261231,0.9005,1668.056763,0.5995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20567.30078,20571.19922,2.052987,0.338359,3.8982,739.754395,1.3518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,AB,20571.19922,20571.40039,0.584844,0,0.2013,208.389771,4.7987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20571.40039,20572.25,2.155795,0.09837,0.8495,243.93219,4.0995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,AB,20572.25,20572.34961,1.23792,0,0.0995,951.655884,1.0508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20572.34961,20574.34961,2.2155,0.283578,2,1053.740723,0.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20574.34961,20576.05078,-0.142899,0.29323,1.7015,476.303894,2.0995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20576.05078,20577.65039,1.803464,0.302875,1.5995,270.160736,3.7015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20577.65039,20589.25,-0.064431,0.295655,11.5995,302.938507,3.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20589.25,20589.75,1.914056,0.173011,0.5,75.763313,13.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20589.75,20597.09961,-0.151313,0.254376,7.3495,82.648041,12.0995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,AB,20597.09961,20597.25,1.598713,0,0.1505,127.396652,7.8495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20597.25,20600.05078,-0.109332,0.276468,2.801,133.333328,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20600.05078,20601.69922,1.940605,0.298649,1.6482,338.81076,2.9515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,AB,20601.69922,20601.80078,1.049492,0,0.1018,224.759506,4.4492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20601.80078,20603.34961,2.111278,0.252498,1.5485,571.428589,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20603.34961,20606.40039,0.042947,0.210916,3.051,605.950439,1.6503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20614.75,20615.44922,-0.418197,0.1721,0.6992,714.030701,1.4005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20615.44922,20615.80078,2.071607,0.084646,0.3518,770.000793,1.2987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20615.80078,20619.19922,-0.101085,0.292671,3.3982,951.474792,1.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20619.19922,20619.75,1.990591,0.320727,0.5508,266.666656,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20619.75,20620,0.266784,0,0.25,253.228668,3.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20635.90039,20636.19922,0.055776,0.10358,0.2987,139.850357,7.1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20636.19922,20636.59961,2.509242,0.123222,0.4003,1822.489502,0.5487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,AB,20636.59961,20636.69922,1.012355,0,0.0997,1430.615112,0.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20636.69922,20640.44922,2.137379,0.318235,3.75,2000,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20640.44922,20642.09961,0.094302,0.310147,1.6503,259.760498,3.8497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20643.94922,20648.59961,0.014609,0.252194,4.6503,285.714294,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20648.59961,20649.5,1.761225,0.251764,0.9005,166.666672,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20649.5,20651.69922,0.026104,0.253268,2.1992,180.154205,5.5508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20667.09961,20667.65039,-0.190838,0.213328,0.551,869.33844,1.1503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20667.65039,20668.30078,2.117389,0.199195,0.6505,1333.333374,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20668.30078,20669.30078,-0.110479,0.327434,1,832.292969,1.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20669.30078,20672.34961,2.090674,0.357746,3.0485,605.877014,1.6505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20672.34961,20674.40039,-0.04786,0.30609,2.051,247.005066,4.0485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20674.40039,20675.69922,2.115345,0.202784,1.2987,196.097656,5.0995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,AB,20675.69922,20675.80078,1.284434,0,0.1018,298.53421,3.3497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20675.80078,20676.09961,2.273204,0.05179,0.2985,714.030701,1.4005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20676.09961,20677.09961,-0.039266,0.237372,1,2498.126465,0.4003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20677.09961,20677.65039,2.174243,0.113117,0.551,770.119385,1.2985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20677.65039,20679.84961,-0.155578,0.203527,2.199,644.7453,1.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20690.59961,20691.44922,0.027913,0.260677,0.8497,121.966095,8.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20691.55078,20692.25,2.639582,0.155435,0.699,178.514053,5.6018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,AB,20692.25,20692.34961,1.193659,0,0.0995,605.877014,1.6505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20692.34961,20694.44922,2.41131,0.243937,2.0997,1252.348145,0.7985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,AB,20694.44922,20694.55078,1.248591,0,0.1018,454.710815,2.1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20694.55078,20694.90039,2.273981,0.463867,0.3495,454.235748,2.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20694.90039,20697.05078,0.040877,0.204618,2.1505,2215.821045,0.4513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20706,20706.80078,0.17631,0.198127,0.801,513.083618,1.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20706.80078,20708.19922,2.081253,0.227028,1.3982,666.666687,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,AB,20708.19922,20708.34961,0.994827,0,0.1503,454.710815,2.1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20708.34961,20708.80078,2.103225,0.06468,0.4515,645.786255,1.5485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,AB,20708.80078,20709,1.251174,0,0.199,1661.681641,0.6018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20709,20710.55078,2.099563,0.270834,1.551,1537.279053,0.6505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,AB,20710.55078,20710.75,0.329544,0,0.199,571.428589,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20710.75,20711.09961,1.658075,0.30336,0.3495,571.428589,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20711.09961,20711.34961,0.152542,0,0.25,1823.154053,0.5485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20711.34961,20712,2.366339,0.321218,0.6505,1668.056763,0.5995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20712,20714.55078,-0.038793,0.293956,2.551,1110.494141,0.9005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20721.25,20721.65039,0.000085,0.280867,0.4005,217.414932,4.5995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20721.65039,20725.05078,2.209841,0.337425,3.4005,224.653473,4.4513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20725.05078,20725.44922,-0.079264,0.135417,0.3982,263.088654,3.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20725.44922,20725.80078,1.752418,0.119967,0.3518,263.247955,3.7987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20725.80078,20726.15039,0.047503,0.151116,0.3495,1333.333374,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20743.15039,20750.05078,0.00925,0.286984,6.9005,1425.92334,0.7013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20750.05078,20752,2.275271,0.142014,1.949,141.823853,7.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20752,20752.30078,0.567333,0.025895,0.301,113.000732,8.8495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20752.30078,20752.94922,2.316263,0.197941,0.6482,444.444458,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20752.94922,20753.90039,0.102721,0.316044,0.9513,1053.518799,0.9492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20753.90039,20760.59961,2.173432,0.305092,6.699,625.195374,1.5995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20760.59961,20762.75,-0.206579,0.2236,2.1505,130.713821,7.6503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20762.75,20766.5,2.165865,0.334716,3.75,113.000732,8.8495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20766.5,20768.15039,-0.005599,0.346378,1.6505,169.477158,5.9005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20768.15039,20768.90039,2.149502,0.541605,0.75,185.168045,5.4005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20768.90039,20771.15039,-0.040686,0.26984,2.25,416.579865,2.4005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20771.15039,20774.05078,2.314204,0.30785,2.9005,333.333344,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20774.05078,20774.94922,0.634284,0.354834,0.8982,194.155914,5.1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20774.94922,20775.30078,2.246945,0.207968,0.3518,263.247955,3.7987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20775.30078,20782.15039,-0.101461,0.300635,6.8495,800,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20803,20803.30078,0.349009,0.129475,0.301,99.014801,10.0995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20803.30078,20805.44922,2.175541,0.19533,2.1482,125,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20805.44922,20805.69922,0.552162,0,0.25,408.2966,2.4492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20830.44922,20836.30078,0.058854,0.237621,5.8518,1430.205933,0.6992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20836.30078,20837.25,1.750672,0.132883,0.949,168.024872,5.9515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20837.25,20837.80078,0.770622,0.424825,0.551,147.041519,6.8008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,AB,20837.80078,20839.80078,1.981962,0.261009,2,666.666687,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20839.80078,20841.30078,0.095551,0.370492,1.5,392.003143,2.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,AB,20841.30078,20841.5,1.950303,0,0.199,285.714294,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20841.5,20842.65039,0.254811,0.343148,1.1505,588.581543,1.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20842.65039,20843.19922,2.287211,0.390641,0.5487,741.015198,1.3495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,AB,20843.19922,20843.30078,1.414408,0,0.1018,588.512268,1.6992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20843.30078,20844.15039,2.332752,0.152499,0.8495,1537.279053,0.6505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,A,20844.15039,20844.75,0.070872,0.248707,0.5995,1051.193115,0.9513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,1,A,20844.75,20846.55078,1.850181,0.218087,1.801,690.131104,1.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
1,1,0,AB,20846.55078,20846.75,0.378662,0,0.199,416.579865,2.4005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
