,,,,start,end,ampl. [pA],,dwell time [ms],freq.,interevent interval,,,,N1,,tau1,,N2,,tau2,,N3,,tau3,,N4,,tau4,,,Burst analysis,ev./burst,start,end,duration [ms],mean intraburst interval [ms],,frequency [Hz],,open duration mean [ms],,openings,closures,,,,,,,,,,,,,,,,,
1,1,0,A,104950.1016,104951.3516,-0.034438,0.359412,1.25,3284.072266,0.3045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,104951.3516,104951.75,2.107768,0.277262,0.3985,739.918579,1.3515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,104951.75,104957,-0.222584,0.295524,5.25,606.612061,1.6485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,AB,104957,104957.2031,1.620414,0,0.2031,177.038147,5.6485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,104957.2031,104959,0.041702,0.293942,1.7969,183.381927,5.4531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,104959,104959.5469,2.508381,0.137734,0.547,500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,104959.5469,104959.8516,0.270134,0.094948,0.3045,426.639374,2.3439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,104959.8516,104960.8516,2.024802,0.366958,1,1174.398071,0.8515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,104960.8516,104960.9531,1.092109,0,0.1016,766.577209,1.3045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,104960.9531,104961.8516,2.120115,0.401126,0.8984,907.770508,1.1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,104961.8516,104963.2031,-0.125675,0.252875,1.3516,1000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,104963.2031,104966.75,2.079078,0.304441,3.5469,444.444458,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,104966.75,104966.8516,1.249456,0,0.1015,204.144119,4.8985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,104966.8516,104968.6484,2.217244,0.362901,1.797,274.092743,3.6484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,104968.6484,104968.7969,0.742864,0,0.1485,526.731628,1.8985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,104968.7969,104972.6016,2.112934,0.297901,3.8045,514.006653,1.9455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,104972.6016,104993.7969,-0.007021,0.262914,21.195499,252.972427,3.953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,104993.7969,104996.6016,2.405695,0.364552,2.8045,40,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,104996.6016,104998,0.336623,0.167127,1.3985,41.666668,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,104998,104998.8516,1.990713,0.226093,0.8515,237.925293,4.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,104998.8516,104999,0.747005,0,0.1485,444.444458,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,104999,104999.6016,2.404872,0.411678,0.6015,1000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,104999.6016,104999.8516,0.307552,0,0.25,1333.333374,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,104999.8516,105001.25,2.142362,0.296728,1.3985,1174.398071,0.8515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105001.25,105003.8516,-0.076775,0.244225,2.6015,606.612061,1.6485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105003.8516,105006.6484,2.193486,0.28969,2.797,250,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105006.6484,105006.8984,0.136719,0,0.25,185.236633,5.3985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105006.8984,105009.3516,2.066895,0.30174,2.453,328.19165,3.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,105009.3516,105009.5469,0.627686,0,0.1955,369.95929,2.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105009.5469,105010.2031,2.411269,0.231567,0.6561,377.572205,2.6485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,105010.2031,105010.6484,0.57072,0.157553,0.4454,1174.260254,0.8516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105010.6484,105017.2969,2.30601,0.325801,6.6485,907.852905,1.1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105017.2969,105018.8516,0.251302,0.244604,1.5545,140.966187,7.0939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105018.8516,105020.6016,2.544615,0.348759,1.75,121.906616,8.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105020.6016,105022.25,0.106135,0.3399,1.6485,302.617645,3.3045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105022.25,105022.75,2.104221,0.315957,0.5,294.247467,3.3985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105022.75,105023.1016,0.14601,0.119656,0.3515,465.44101,2.1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105029.3984,105044.25,-0.164891,0.277632,14.8515,1112.966064,0.8985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105044.25,105044.6016,2.235766,0.046081,0.3515,63.903889,15.6485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,105044.6016,105044.7031,1.051684,0,0.1016,65.776489,15.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105044.7031,105045,1.863451,0.05179,0.2969,2207.018311,0.4531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105045,105076.2031,0.005641,0.305937,31.2031,2509.4104,0.3985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105076.2031,105077.8984,2.261417,0.416225,1.6954,31.746031,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105077.8984,105078.1484,-0.176938,0,0.25,30.396523,32.898499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105078.1484,105079.8984,2.18679,0.340956,1.75,514.033081,1.9454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105079.8984,105080.7031,-0.384103,0.147253,0.8046,500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105080.7031,105081.5,2.126179,0.266014,0.7969,391.450714,2.5546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105081.5,105082,0.260029,0.207175,0.5,624.414612,1.6015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105082,105083.0469,2.223429,0.278522,1.047,771.069458,1.2969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,105083.0469,105083.2031,0.583738,0,0.1561,646.412415,1.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105083.2031,105084.25,2.165984,0.448964,1.0469,831.186096,1.2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105084.25,105085.4531,0.064023,0.333606,1.2031,831.255188,1.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105085.4531,105088.7031,2.044901,0.260253,3.25,444.444458,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,105088.7031,105088.7969,1.021612,0,0.0939,224.562668,4.4531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105088.7969,105089.2031,1.885259,0.138511,0.4061,299.052002,3.3439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105089.2031,105095.3516,-0.042354,0.331662,6.1484,2000,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105095.3516,105098.6016,2.077662,0.353039,3.25,152.56694,6.5545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105098.6016,105100.3516,0.1163,0.244879,1.75,106.401093,9.3984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105100.3516,105102.7031,2.377261,0.216153,2.3516,200,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105102.7031,105103.6016,0.335939,0.24631,0.8984,243.807297,4.1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,AB,105103.6016,105103.75,1.589623,0,0.1485,307.692322,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105103.75,105104.3984,0.219723,0.412542,0.6485,955.20105,1.0469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105104.3984,105104.9531,1.74188,0.303599,0.5546,1254.7052,0.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105104.9531,105105.3516,-0.077186,0.049679,0.3984,831.186096,1.2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105105.3516,105106.25,2.071941,0.275131,0.8985,1049.317993,0.953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,105106.25,105106.3984,0.583555,0,0.1485,771.069458,1.2969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105106.3984,105106.8984,2.503111,0.211388,0.5,955.109863,1.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105106.8984,105107.7969,0.272276,0.373693,0.8985,1542.02002,0.6485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105107.7969,105108.7969,1.983459,0.297427,1,715.051819,1.3985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105108.7969,105109.8984,-0.152687,0.312492,1.1015,526.731628,1.8985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105109.8984,105110.3516,1.770915,0.04966,0.453,475.850586,2.1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105110.3516,105111.7969,-0.029867,0.357986,1.4455,643.29364,1.5545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105111.7969,105113.6016,2.011274,0.207761,1.8045,526.731628,1.8985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105113.6016,105114.4531,0.15262,0.124447,0.8516,307.692322,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105114.4531,105115,2.333559,0.267754,0.5469,376.491852,2.6561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,105115,105115.2031,0.65422,0,0.2031,715.051819,1.3985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105115.2031,105117.9531,2.186322,0.336725,2.75,1333.333374,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,105117.9531,105118.0469,1.380539,0,0.0939,338.627197,2.9531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105118.0469,105122.6484,2.341357,0.317513,4.6015,351.629791,2.8439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105122.6484,105123.75,-0.00089,0.135932,1.1015,212.974396,4.6954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105123.75,105127.6016,2.218574,0.303418,3.8515,175.346313,5.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,105127.6016,105127.75,0.81301,0,0.1485,201.897842,4.953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105127.75,105128.1016,1.866883,0.184558,0.3515,250,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105128.1016,105128.75,0.256233,0.117553,0.6485,2000,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105129.2969,105130.5,-0.144197,0.179787,1.203,4000,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105130.5,105130.8516,2.298847,0.061137,0.3515,771.069458,1.2969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,105130.8516,105130.9531,1.234801,0,0.1016,643.29364,1.5545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105130.9531,105131.5,2.230546,0.134066,0.5469,2207.018311,0.4531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,105131.5,105131.6016,1.143248,0,0.1015,1542.02002,0.6485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105131.6016,105131.9531,2.064879,0.230403,0.3516,1542.257813,0.6484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105131.9531,105132.4531,0.384378,0.280035,0.5,2207.018311,0.4531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105132.4531,105133.4531,1.84844,0.401218,1,1174.260254,0.8516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105133.4531,105136.8984,-0.025685,0.194067,3.4454,666.666687,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105136.8984,105137.1484,2.152178,0,0.25,224.95163,4.4454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105137.1484,105140.1484,0.032605,0.323538,3,270.606689,3.6954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105140.1484,105140.5469,1.904359,0.115806,0.3985,307.692322,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105140.5469,105142.2031,-0.212087,0.297443,1.6561,294.247467,3.3985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105142.2031,105144.7969,2.144376,0.342941,2.5939,486.712738,2.0546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105144.7969,105145.6484,-0.239601,0.166929,0.8515,235.294113,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105145.6484,105148.6016,2.065255,0.294581,2.953,290.242065,3.4454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105148.6016,105149,-0.097165,0.116873,0.3985,262.846619,3.8045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105149,105149.5,2.043969,0.353739,0.5,298.373871,3.3515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,105149.5,105149.6016,1.255599,0,0.1015,1112.966064,0.8985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105149.6016,105151.25,2.259101,0.371415,1.6485,1662.510376,0.6015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105151.25,105193.9531,0.135163,0.297393,42.703098,571.428589,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105193.9531,105194.3516,1.867466,0.171071,0.3984,22.5471,44.351601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105194.3516,105195,0.483494,0.238428,0.6485,23.201048,43.101501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,AB,105195,105195.2031,1.904703,0,0.2031,955.20105,1.0469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105195.2031,105196.1016,0.015665,0.195382,0.8984,1174.260254,0.8516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105196.1016,105196.3516,2.403782,0,0.25,907.852905,1.1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105196.3516,105200.7969,0.054072,0.257056,4.4455,870.776733,1.1484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105200.7969,105201.1484,1.856852,0.242405,0.3515,212.969864,4.6955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105201.1484,105201.9531,0.078186,0.147417,0.8046,208.463623,4.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105201.9531,105203.6484,2.34783,0.335348,1.6954,864.977051,1.1561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105203.6484,105204.25,0.241812,0.371416,0.6015,400,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105204.25,105207.2031,2.203372,0.41961,2.9531,435.369415,2.2969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105207.2031,105210.5,-0.084419,0.204456,3.2969,281.325592,3.5546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105210.5,105214.7031,2.020069,0.352755,4.2031,160,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105214.7031,105217.0469,0.318505,0.324485,2.3439,133.333328,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105217.0469,105219.7031,2.074053,0.416021,2.6561,152.741714,6.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,105219.7031,105219.7969,1.341507,0,0.0939,200,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105219.7969,105221.8984,2.192626,0.348156,2.1015,363.636353,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105221.8984,105223.5469,-0.028206,0.223619,1.6485,455.497864,2.1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105223.5469,105224.1484,2.386047,0.159192,0.6015,266.666656,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,105224.1484,105224.25,1.120331,0,0.1015,444.444458,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105224.25,105225.9531,1.936089,0.314311,1.7031,1422.475098,0.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105225.9531,105226.6016,0.237355,0.093764,0.6484,554.139404,1.8046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105226.6016,105228.1484,2.037158,0.381054,1.547,425.260468,2.3515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,105228.1484,105228.2969,0.244307,0,0.1485,455.497864,2.1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105228.2969,105228.7031,2.115034,0.219642,0.4061,589.796509,1.6955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,105228.7031,105228.7969,1.111006,0,0.0939,1803.101318,0.5546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105228.7969,105229.75,2.33293,0.284819,0.953,2000,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105229.75,105230.9531,-0.004717,0.202117,1.2031,955.20105,1.0469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105230.9531,105234.5469,2.080056,0.408261,3.5939,463.800385,2.1561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,105234.5469,105234.8984,1.242798,0.116528,0.3515,208.463623,4.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105234.8984,105235.5,2.191894,0.248548,0.6015,253.459732,3.9454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,105235.5,105235.7031,0.629394,0,0.2031,1049.317993,0.953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,AB,105235.7031,105235.8984,1.825683,0,0.1954,1242.853638,0.8046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105235.8984,105239,-0.098502,0.245919,3.1015,2509.4104,0.3985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105239,105239.5469,1.971314,0.189551,0.547,303.315247,3.2969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105239.5469,105243.5469,-0.050808,0.307319,4,274.085236,3.6485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105243.5469,105244.0469,1.830766,0.259661,0.5,219.925232,4.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,105244.0469,105244.25,0.283525,0,0.203,222.222229,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105244.25,105244.6016,2.151201,0.383697,0.3515,1422.475098,0.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,105244.6016,105244.8984,0.677202,0.073369,0.297,1803.426514,0.5545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105244.8984,105245.2031,1.987452,0.021579,0.3046,1542.02002,0.6485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,105245.2031,105245.5469,0.769801,0,0.3439,1662.234009,0.6016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,105245.5469,105247.6484,1.923686,0.289174,2.1015,1542.02002,0.6485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
