Trace,Search,Level,State,Event St.,Event end,Amplitud,Amp. SD,Dwell Time,Inst. Freq,Interval
1,1,1,A,11887.2002,11888.66992,2.995183,0.263275,1.4698,78.24604,12.7802
1,1,0,A,11888.66992,11896.08008,-0.072433,0.187122,7.4101,617.283936,1.62
1,1,1,A,11896.08008,11897.87988,3.10403,0.315146,1.7999,112.613884,8.8799
1,1,0,A,11897.87988,11898.48047,0.184631,0.166311,0.6005,108.577637,9.21
1,1,1,A,11898.48047,11909.7002,3.072145,0.31045,11.2197,416.597229,2.4004
1,1,0,A,11909.7002,11910.20996,-0.126286,0.151191,0.5098,84.600937,11.8202
1,1,1,A,11910.20996,11923.62012,3.155334,0.263018,13.4101,85.255127,11.7295
1,1,0,A,11923.62012,11923.86035,-0.3187,0.206588,0.2404,71.8396,13.9199
1,1,1,A,11923.86035,11925.41992,3.164303,0.231944,1.5595,73.257393,13.6505
1,1,0,A,11925.41992,11929.91992,-0.027607,0.208782,4.5,555.586426,1.7999
1,1,1,A,11929.91992,11941.23047,2.981931,0.282935,11.3105,165.030121,6.0595
1,1,0,A,11941.23047,11943.03027,-0.068635,0.209672,1.7997,63.249107,15.8105
1,1,1,A,11943.03027,11944.65039,2.882004,0.379318,1.6203,76.276489,13.1102
1,1,0,A,11944.65039,11944.83008,0.405355,0.075959,0.1796,292.397675,3.42
1,1,1,A,11944.83008,11947.67969,3.128076,0.268676,2.8494,555.586426,1.7999
1,1,0,A,11947.67969,11948.33984,-0.095632,0.083935,0.6605,330.141968,3.029
1,1,1,A,11948.33984,11951.07031,3.109502,0.381164,2.7302,284.908417,3.5099
1,1,0,A,11951.07031,11951.75977,-0.078211,0.192706,0.6898,294.924347,3.3907
1,1,1,AB,11951.75977,11951.84961,2.162197,0,0.0895,292.397675,3.42
1,1,0,A,11951.84961,11954.61035,-0.089972,0.174154,2.761,1283.202881,0.7793
1,1,1,A,11954.61035,11956.41016,2.959757,0.278122,1.7997,350.815643,2.8505
1,1,0,A,11956.41016,11959.13965,-0.096694,0.232881,2.7293,219.264587,4.5607
1,1,1,A,11959.13965,11971.86035,3.03937,0.368355,12.721,220.799286,4.529
1,1,0,A,11971.86035,11973.26953,-0.107089,0.186522,1.409,64.723663,15.4503
1,1,1,A,11973.26953,11973.4502,2.611248,0.041864,0.1807,70.771408,14.13
1,1,0,AB,11973.4502,11973.57031,0.554668,0,0.12,629.0495,1.5897
1,1,1,A,11973.57031,11977.32031,3.040731,0.286487,3.75,3325.57373,0.3007
1,1,0,A,11977.32031,11978.21973,-0.012513,0.174604,0.8993,258.397919,3.87
1,1,1,A,11978.21973,11988.17969,3.177302,0.283643,9.96,215.086136,4.6493
1,1,0,A,11988.17969,11988.83984,0.110538,0.119197,0.6605,92.086967,10.8593
1,1,1,A,11988.83984,11989.55957,2.998504,0.316078,0.7195,94.157524,10.6205
1,1,0,AB,11989.55957,11989.62012,1.821533,0,0.0606,724.637695,1.38
1,1,1,A,11989.62012,11990.94043,3.05603,0.286133,1.3204,1281.886963,0.7801
1,1,0,A,11990.94043,11994.57031,-0.076596,0.226461,3.6297,724.112976,1.381
1,1,1,A,11994.57031,11997.95996,3.083035,0.326971,3.3898,202.016113,4.9501
1,1,0,A,11997.95996,12001.55957,-0.002592,0.193362,3.5995,142.460297,7.0195
1,1,1,A,12001.55957,12003.05957,3.138226,0.377416,1.5,143.075851,6.9893
1,1,0,A,12003.05957,12005.19043,-0.055886,0.164164,2.131,196.097656,5.0995
1,1,1,A,12005.19043,12007.04981,3.072293,0.290611,1.8595,275.406219,3.631
1,1,0,AB,12007.04981,12007.11035,0.854317,0,0.0605,250.595169,3.9905
1,1,1,A,12007.11035,12007.88965,3.043427,0.219602,0.779,520.833313,1.92
1,1,0,A,12007.88965,12009.57031,-0.080436,0.168869,1.6807,1191.185181,0.8395
1,1,1,A,12009.57031,12010.44043,3.086166,0.264525,0.8703,406.55365,2.4597
1,1,0,AB,12010.44043,12010.5,0.701962,0,0.0595,392.003143,2.551
1,1,1,A,12010.5,12018,3.149804,0.326467,7.5,1075.500122,0.9298
1,1,0,A,12018,12019.65039,-0.023052,0.17743,1.6505,132.283875,7.5595
1,1,1,A,12019.65039,12023.45996,3.143539,0.303113,3.8095,109.283646,9.1505
1,1,0,A,12023.45996,12026.00977,-0.026261,0.224562,2.55,183.150177,5.46
1,1,1,A,12026.00977,12028.34961,3.07921,0.303225,2.3395,157.245071,6.3595
1,1,0,A,12028.34961,12029.75977,-0.033433,0.154296,1.4105,204.519882,4.8895
1,1,1,A,12029.75977,12030.26953,3.12764,0.304681,0.5095,266.666656,3.75
1,1,0,A,12030.26953,12035.21973,-0.096088,0.178299,4.95,520.833313,1.92
1,1,1,A,12035.21973,12036.33008,3.147668,0.379655,1.1106,183.166962,5.4595
1,1,0,A,12036.33008,12038.7002,-0.037935,0.190659,2.3701,165.000168,6.0606
1,1,1,A,12038.7002,12046.65039,3.160121,0.359526,7.9503,287.298523,3.4807
1,1,0,A,12046.65039,12047.07031,0.060936,0.145988,0.4197,96.89547,10.3204
1,1,1,A,12047.07031,12048.24023,2.91801,0.363826,1.17,119.474312,8.37
,,,,,,,,,,
1,1,1,A,12063.66016,12063.87012,2.952091,0.095045,0.2099,N/A,Not found
1,1,0,A,12063.87012,12065.07031,0.037019,0.178737,1.2001,N/A,Not found
1,1,1,A,12065.07031,12072.90039,3.177518,0.293979,7.8303,709.219849,1.41
1,1,0,A,12072.90039,12084.78027,0.048825,0.232504,11.8797,110.737068,9.0304
1,1,1,A,12084.78027,12085.08008,2.7412,0.241399,0.2999,50.735668,19.709999
1,1,0,A,12085.08008,12086.61035,0.037145,0.131357,1.5304,82.1045,12.1796
1,1,1,A,12086.61035,12087.29981,3.033693,0.377531,0.6895,546.358521,1.8303
1,1,0,A,12087.29981,12091.67969,-0.010515,0.216947,4.3795,450.470734,2.2199
1,1,1,A,12091.67969,12091.88965,2.791274,0.104171,0.21,197.277573,5.069
1,1,0,AB,12091.88965,12091.98047,0.856866,0,0.091,217.888657,4.5895
1,1,1,A,12091.98047,12096.62988,2.993509,0.350297,4.6495,3322.259033,0.301
1,1,0,A,12096.62988,12099.90039,-0.034153,0.1919,3.2705,210.948212,4.7405
1,1,1,A,12099.90039,12103.55957,3.070577,0.394676,3.659,126.262627,7.92
1,1,0,A,12103.55957,12107.54981,-0.005148,0.237496,3.9905,144.310562,6.9295
1,1,1,A,12107.54981,12113.91016,3.054783,0.278736,6.3602,130.727493,7.6495
1,1,0,A,12113.91016,12114.20996,-0.120569,0.208693,0.2998,96.611824,10.3507
1,1,1,A,12114.20996,12115.44043,3.096791,0.253791,1.2305,150.150146,6.66
1,1,0,A,12115.44043,12115.91992,0.192933,0.115416,0.4795,653.466614,1.5303
1,1,1,A,12115.91992,12116.45996,2.924541,0.251488,0.54,584.795349,1.71
1,1,0,A,12116.45996,12117.15039,-0.067621,0.16158,0.6905,980.872986,1.0195
1,1,1,A,12117.15039,12119.30957,3.035885,0.25011,2.159,812.677795,1.2305
1,1,0,A,12119.30957,12119.87988,-0.091822,0.147999,0.5705,350.938751,2.8495
1,1,1,A,12119.87988,12120.24023,2.833323,0.170165,0.3602,366.367462,2.7295
1,1,0,A,12120.24023,12120.99023,-0.012528,0.182613,0.75,1074.460083,0.9307
1,1,1,A,12120.99023,12123.26953,3.036222,0.339946,2.2793,900.738586,1.1102
1,1,0,A,12123.26953,12125.75977,-0.04494,0.185282,2.4905,330.109253,3.0293
1,1,1,A,12125.75977,12126,2.460169,0.198336,0.24,209.65239,4.7698
1,1,0,A,12126,12130.01953,-0.047587,0.25012,4.0195,366.233276,2.7305
1,1,1,A,12130.01953,12132.29981,3.130644,0.339645,2.2805,234.769333,4.2595
1,1,0,A,12132.29981,12142.5,-0.084668,0.197656,10.2,158.730164,6.3
1,1,1,A,12142.5,12144,3.032084,0.269751,1.5,80.124992,12.4805
1,1,0,A,12144,12148.88965,-0.02987,0.195742,4.8895,85.470085,11.7
1,1,1,A,12148.88965,12149.45996,3.498801,0.387519,0.5705,156.506775,6.3895
1,1,0,AB,12149.45996,12149.51953,1.213482,0,0.0595,183.150177,5.46
1,1,1,A,12149.51953,12150.78027,3.225972,0.243808,1.2607,1587.301636,0.63
1,1,0,A,12150.78027,12152.58008,-0.010327,0.221978,1.7999,757.460999,1.3202
1,1,1,A,12152.58008,12154.46973,3.132323,0.393448,1.8894,326.733307,3.0606
1,1,0,A,12154.46973,12157.34961,-0.069156,0.203478,2.88,271.054138,3.6893
1,1,1,A,12157.34961,12160.25977,3.029573,0.245582,2.9105,209.669983,4.7694
1,1,0,A,12160.25977,12168.50977,-0.00997,0.218237,8.25,172.696655,5.7905
1,1,1,A,12168.50977,12169.2002,3.342089,0.252693,0.6902,89.601723,11.1605
1,1,0,A,12169.2002,12169.98047,0.058349,0.147875,0.7803,111.854324,8.9402
1,1,1,A,12169.98047,12170.21973,2.515481,0.233846,0.239,680.040833,1.4705
1,1,0,A,12170.21973,12171.03027,-0.064747,0.217962,0.8107,981.06543,1.0193
1,1,1,A,12171.03027,12175.34961,3.180223,0.346146,4.3193,952.653137,1.0497
1,1,0,AB,12175.34961,12175.41016,1.36809,0,0.0607,194.931778,5.13
1,1,1,A,12175.41016,12176.25,3.133837,0.313799,0.8398,228.310501,4.38
1,1,0,A,12176.25,12183.99023,-0.00916,0.194294,7.7402,1110.494141,0.9005
1,1,1,A,12183.99023,12186.92969,3.079469,0.20829,2.9393,116.550117,8.58
1,1,0,A,12186.92969,12192.20996,0.013562,0.197339,5.2805,93.637344,10.6795
1,1,1,AB,12192.20996,12192.29981,1.891485,0,0.09,121.657463,8.2198
1,1,0,A,12192.29981,12198.03027,0.036319,0.209819,5.7302,186.202408,5.3705
1,1,1,A,12198.03027,12199.62012,3.188615,0.360517,1.5899,171.815399,5.8202
1,1,0,A,12199.62012,12201.33008,0.054081,0.172053,1.71,136.610153,7.3201
1,1,1,A,12201.33008,12201.75,2.997896,0.289288,0.4199,303.03949,3.2999
1,1,0,A,12201.75,12202.70996,0.04226,0.204906,0.96,469.505615,2.1299
1,1,1,A,12202.70996,12205.9502,3.261411,0.330538,3.2402,724.690186,1.3799
1,1,0,A,12205.9502,12208.34961,0.066319,0.247085,2.3993,238.083908,4.2002
1,1,1,A,12208.34961,12210.71973,3.120828,0.478615,2.37,177.320679,5.6395
1,1,0,A,12210.71973,12210.95996,0.106991,0.181728,0.2405,209.674377,4.7693
1,1,1,A,12210.95996,12216.87012,3.169928,0.273034,5.9101,383.06839,2.6105
,,,,,,,,,,
1,1,1,A,12222.36035,12233.75977,3.076407,0.295682,11.3995,N/A,Not found
1,1,0,A,12233.75977,12233.91016,-0.203833,0,0.1502,N/A,Not found
1,1,1,A,12233.91016,12239.25,3.063602,0.312021,5.3398,86.582336,11.5497
1,1,0,A,12239.25,12242.04004,-0.063084,0.212957,2.79,182.149368,5.49
1,1,1,A,12242.04004,12244.83008,2.963207,0.262598,2.7901,123.004257,8.1298
1,1,0,AB,12244.83008,12244.9502,0.54402,0,0.1201,179.208252,5.5801
1,1,1,A,12244.9502,12248.96973,3.073608,0.264443,4.0193,343.618988,2.9102
1,1,0,A,12248.96973,12249.54004,0.484694,0.266571,0.5705,241.580902,4.1394
1,1,1,A,12249.54004,12249.69043,2.707662,0,0.1505,217.87442,4.5898
1,1,0,A,12249.69043,12249.83984,-0.134745,0,0.1495,1386.962524,0.721
1,1,1,A,12249.83984,12250.53027,2.870561,0.191581,0.6902,3333.333252,0.3
1,1,0,A,12250.53027,12251.91016,0.193092,0.243924,1.38,1190.901489,0.8397
1,1,1,A,12251.91016,12256.91992,3.05673,0.298005,5.0098,483.045105,2.0702
1,1,0,A,12256.91992,12257.19043,0.107291,0.127987,0.2705,156.49942,6.3898
1,1,1,A,12257.19043,12258.99023,3.205974,0.384273,1.7997,189.383179,5.2803
1,1,0,A,12258.99023,12259.58984,-0.079374,0.250142,0.5998,483.045105,2.0702
1,1,1,A,12259.58984,12261.41992,3.110189,0.293881,1.83,416.753479,2.3995
1,1,0,AB,12261.41992,12261.54004,0.76282,0,0.12,411.556519,2.4298
1,1,1,A,12261.54004,12264.90039,2.849838,0.304745,3.3605,512.820496,1.95
1,1,0,A,12264.90039,12265.41016,0.156647,0.137115,0.5097,287.315033,3.4805
1,1,1,A,12265.41016,12267.05957,3.171165,0.257839,1.6493,258.384583,3.8702
1,1,0,A,12267.05957,12269.87988,-0.08379,0.174285,2.8205,463.177399,2.159
1,1,1,A,12269.87988,12272.37012,2.920426,0.364883,2.4901,223.723663,4.4698
1,1,0,A,12272.37012,12272.54981,0.118009,0.061285,0.1799,188.302643,5.3106
1,1,1,A,12272.54981,12276.12012,2.966851,0.238429,3.5701,374.53183,2.67
1,1,0,A,12276.12012,12276.83984,0.031424,0.208206,0.7199,266.666656,3.75
1,1,1,A,12276.83984,12287.54981,3.070069,0.293349,10.71,233.100235,4.29
1,1,0,A,12287.54981,12288.33008,-0.033378,0.122378,0.7801,87.48983,11.4299
1,1,1,A,12288.33008,12293.37012,3.038795,0.32499,5.04,87.031441,11.4901
1,1,0,A,12293.37012,12294.57031,-0.073507,0.177714,1.2001,171.818359,5.8201
1,1,1,A,12294.57031,12303.33008,2.982217,0.364751,8.7599,160.253845,6.2401
1,1,0,AB,12303.33008,12303.4502,0.514031,0,0.1201,100.401604,9.96
1,1,1,A,12303.4502,12303.83984,2.881449,0.173064,0.3898,112.61261,8.88
1,1,0,A,12303.83984,12306.05957,-0.029129,0.144429,2.2195,1961.168823,0.5099
1,1,1,A,12306.05957,12310.13965,3.231955,0.312977,4.08,383.244537,2.6093
1,1,0,A,12310.13965,12311.45996,-0.059741,0.203007,1.3205,158.742752,6.2995
1,1,1,A,12311.45996,12318.59961,2.976999,0.307071,7.1395,185.168045,5.4005
1,1,0,A,12318.59961,12318.75,0.383928,0,0.1505,118.203308,8.46
1,1,1,A,12318.75,12319.46973,3.095295,0.289011,0.7195,137.17421,7.29
1,1,0,A,12319.46973,12321.24023,-0.096863,0.214532,1.7707,1149.425293,0.87
1,1,1,A,12321.24023,12330.05957,3.100262,0.282916,8.8193,401.574158,2.4902
1,1,0,AB,12330.05957,12330.12012,1.021268,0,0.0606,94.428703,10.59
1,1,1,A,12330.12012,12331.98047,3.259848,0.270993,1.8604,112.613884,8.8799
1,1,0,A,12331.98047,12332.16016,-0.160678,0.09279,0.1797,520.562195,1.921
1,1,1,A,12332.16016,12333.75,2.796125,0.191398,1.5898,490.172058,2.0401
1,1,0,A,12333.75,12333.99023,-0.0439,0.204646,0.2402,565.131409,1.7695
1,1,1,A,12333.99023,12335.04004,2.822707,0.255021,1.0498,546.448059,1.83
1,1,0,A,12335.04004,12336.48047,-0.027874,0.202842,1.4405,775.193787,1.29
1,1,1,A,12336.48047,12342.41992,3.284868,0.334148,5.9395,401.558044,2.4903
1,1,0,A,12342.41992,12349.23047,0.029956,0.171974,6.8105,135.501358,7.38
1,1,1,A,12349.23047,12358.2002,3.135109,0.291365,8.9697,78.431374,12.75
1,1,0,A,12358.2002,12359.54981,-0.027799,0.209991,1.3498,63.370552,15.7802
1,1,1,A,12359.54981,12362.00977,3.118979,0.296598,2.46,96.903923,10.3195
1,1,0,A,12362.00977,12362.40039,0.214404,0.183521,0.3905,262.480957,3.8098
1,1,1,A,12362.40039,12364.76953,3.236351,0.230456,2.369,350.815643,2.8505
1,1,0,AB,12364.76953,12364.86035,0.933934,0,0.091,362.384491,2.7595
1,1,1,A,12364.86035,12373.79981,3.086075,0.217487,8.9395,406.504059,2.46
1,1,0,A,12373.79981,12374.04004,-0.118617,0.048148,0.24,110.73584,9.0305
1,1,1,A,12374.04004,12381.12012,3.042461,0.287434,7.0801,108.938393,9.1795
1,1,0,A,12381.12012,12386.63965,0.015083,0.221311,5.5194,136.610153,7.3201
1,1,1,A,12386.63965,12393.99023,3.10611,0.294223,7.3507,79.368225,12.5995
1,1,0,A,12393.99023,12394.86035,-0.097212,0.248317,0.8703,77.699471,12.8701
1,1,1,A,12394.86035,12396.78027,2.965135,0.260322,1.9197,121.639702,8.221
1,1,0,A,12396.78027,12401.19043,-0.127125,0.17842,4.4103,358.422943,2.79
1,1,1,A,12401.19043,12403.70996,3.144527,0.203649,2.5195,157.97789,6.33
1,1,0,A,12403.70996,12404.04004,0.279702,0.183887,0.33,144.304306,6.9298
1,1,1,A,12404.04004,12406.23047,2.994333,0.275722,2.1905,350.938751,2.8495
1,1,0,A,12406.23047,12409.46973,-0.046782,0.209214,3.239,396.746674,2.5205
1,1,1,A,12409.46973,12412.67969,3.04957,0.283853,3.21,184.179016,5.4295
1,1,0,A,12412.67969,12414.4502,-0.117144,0.223717,1.7707,155.062805,6.449
1,1,1,A,12414.4502,12418.13965,3.042623,0.311965,3.6893,200.774994,4.9807
1,1,0,A,12418.13965,12422.82031,-0.118531,0.208105,4.6807,183.150177,5.46
1,1,1,A,12422.82031,12423.33008,3.278936,0.232584,0.5099,119.474312,8.37
1,1,0,A,12423.33008,12428.96973,-0.047143,0.242426,5.6394,192.65596,5.1906
1,1,1,A,12428.96973,12430.91992,3.174861,0.265079,1.9505,162.620132,6.1493
1,1,0,A,12430.91992,12434.87988,-0.063187,0.224861,3.96,131.754044,7.5899
1,1,1,A,12434.87988,12436.70996,3.024029,0.379294,1.83,169.19043,5.9105
1,1,0,A,12436.70996,12439.70996,-0.083918,0.193171,3,172.711578,5.79
1,1,1,A,12439.70996,12440.09961,3.00054,0.287198,0.3895,207.039337,4.83
1,1,0,A,12440.09961,12441.54004,-0.011482,0.210344,1.4405,295.028778,3.3895
1,1,1,A,12441.54004,12442.55957,3.072326,0.287074,1.0195,546.448059,1.83
1,1,0,A,12442.55957,12443.21973,0.000772,0.15379,0.66,406.504059,2.46
1,1,1,A,12443.21973,12444.87012,3.167744,0.538227,1.6506,595.415283,1.6795
1,1,0,A,12444.87012,12447.87012,-0.001165,0.211768,3,432.788025,2.3106
1,1,1,A,12447.87012,12459.78027,3.188329,0.290439,11.9101,215.026016,4.6506
1,1,0,A,12459.78027,12460.01953,0.080929,0.254797,0.2393,67.068634,14.9101
1,1,1,A,12460.01953,12460.37988,2.816335,0.181915,0.3605,82.308594,12.1494
1,1,0,A,12460.37988,12460.9502,-0.124104,0.151895,0.5702,1667.222412,0.5998
1,1,1,A,12460.9502,12462.4502,2.917842,0.325139,1.5,1074.460083,0.9307
1,1,0,A,12462.4502,12463.25977,-0.107976,0.162644,0.8098,483.045105,2.0702
1,1,1,A,12463.25977,12472.58984,3.088411,0.367693,9.33,432.937927,2.3098
1,1,0,A,12472.58984,12473.33984,0.016615,0.169096,0.75,98.621277,10.1398
1,1,1,A,12473.33984,12474.12012,2.529875,0.339583,0.7801,99.206352,10.08
1,1,0,A,12474.12012,12474.41992,0.107723,0.192185,0.2999,653.552063,1.5301
1,1,1,A,12474.41992,12474.90039,2.734107,0.182203,0.4805,925.925903,1.08
1,1,0,A,12474.90039,12476.87988,-0.07836,0.239618,1.9795,1281.394165,0.7804
1,1,1,A,12476.87988,12481.29004,3.072637,0.337543,4.41,406.504059,2.46
1,1,0,AB,12481.29004,12481.34961,1.202516,0,0.0595,156.506775,6.3895
1,1,1,A,12481.34961,12482.37012,2.986716,0.193762,1.0206,223.738678,4.4695
1,1,0,A,12482.37012,12492.69043,-0.018452,0.17179,10.3204,925.84021,1.0801
1,1,1,A,12492.69043,12492.87012,2.272804,0.082001,0.1796,88.175644,11.341
1,1,0,A,12492.87012,12493.13965,-0.042992,0.147606,0.2694,95.238098,10.5
1,1,1,A,12493.13965,12494.16016,2.912596,0.415892,1.0207,2227.171387,0.449
1,1,0,A,12494.16016,12494.58008,0.021849,0.204189,0.4199,775.133728,1.2901
1,1,1,A,12494.58008,12494.82031,2.661069,0.13134,0.2401,694.155212,1.4406
1,1,0,A,12494.82031,12495.03027,0.140317,0.101247,0.21,1515.151489,0.66
1,1,1,A,12495.03027,12495.62988,2.876456,0.198479,0.5998,2221.728516,0.4501
1,1,0,A,12495.62988,12498.62988,-0.070028,0.183483,3,1234.872803,0.8098
1,1,1,A,12498.62988,12499.34961,3.239111,0.156877,0.7195,277.793213,3.5998
1,1,0,A,12499.34961,12505.08008,-0.072268,0.202209,5.7306,268.853333,3.7195
1,1,1,A,12505.08008,12505.91992,3.124333,0.348596,0.8399,155.036362,6.4501
1,1,0,AB,12505.91992,12505.98047,1.052774,0,0.0605,152.195419,6.5705
1,1,1,A,12505.98047,12520.79981,3.151255,0.297799,14.8195,1110.617554,0.9004
1,1,0,A,12520.79981,12522.90039,-0.017496,0.235024,2.1005,67.2043,14.88
1,1,1,A,12522.90039,12525.48047,3.208599,0.238532,2.58,59.101654,16.92
1,1,0,A,12525.48047,12527.25,-0.027478,0.209725,1.7695,213.65239,4.6805
1,1,1,A,12527.25,12530.19043,3.124809,0.22879,2.9405,229.911484,4.3495
1,1,0,A,12530.19043,12532.29004,-0.0369,0.208563,2.0995,212.314224,4.71
1,1,1,A,12532.29004,12539.54981,3.076946,0.308998,7.26,198.412704,5.04
1,1,0,A,12539.54981,12540.24023,0.176245,0.299562,0.6902,106.843315,9.3595
1,1,1,A,12540.24023,12540.59961,3.064037,0.122533,0.3593,125.782997,7.9502
1,1,0,AB,12540.59961,12540.71973,0.607982,0,0.12,952.834656,1.0495
1,1,1,A,12540.71973,12541.23047,2.685572,0.176103,0.511,2086.375977,0.4793
1,1,0,A,12541.23047,12544.32031,0.147084,0.238172,3.0897,1584.786011,0.631
1,1,1,A,12544.32031,12545.61035,3.032862,0.269472,1.2903,277.723785,3.6007
1,1,0,A,12545.61035,12545.75977,-0.220938,0,0.1495,228.310501,4.38
1,1,1,A,12545.75977,12549.59961,3.028182,0.271189,3.8395,694.540894,1.4398
1,1,0,A,12549.59961,12550.08008,0.020238,0.204492,0.4806,250.689392,3.989
1,1,1,A,12550.08008,12554.37012,3.022772,0.260606,4.29,231.47612,4.3201
1,1,0,A,12554.37012,12556.16992,0.237955,0.312293,1.7999,209.617233,4.7706
1,1,1,A,12556.16992,12561.08984,3.076231,0.314668,4.92,164.206314,6.0899
1,1,0,AB,12561.08984,12561.17969,0.631654,0,0.0895,148.811737,6.7199
1,1,1,A,12561.17969,12575.04004,3.121726,0.2994,13.8605,199.620728,5.0095
1,1,0,A,12575.04004,12575.19043,0.095155,0,0.1505,71.684586,13.95
1,1,1,A,12575.19043,12577.41016,3.084408,0.254268,2.2197,71.37249,14.011
1,1,0,AB,12577.41016,12577.5,0.503005,0,0.0898,421.905334,2.3702
1,1,1,A,12577.5,12588.36035,3.155434,0.277343,10.8605,432.994141,2.3095
1,1,0,A,12588.36035,12590.00977,-0.073407,0.228919,1.6495,91.321701,10.9503
1,1,1,A,12590.00977,12590.96973,3.077843,0.39733,0.9595,79.93605,12.51
1,1,0,A,12590.96973,12592.5,-0.053053,0.190129,1.5305,383.288605,2.609
1,1,1,A,12592.5,12597.62988,3.030112,0.312433,5.13,401.606415,2.49
1,1,0,A,12597.62988,12601.83008,-0.059494,0.178993,4.2001,150.138885,6.6605
1,1,1,A,12601.83008,12606.62988,3.179195,0.341552,4.7999,107.179985,9.3301
1,1,0,A,12606.62988,12607.04981,-0.217905,0.113108,0.42,111.111115,9
1,1,1,A,12607.04981,12609.54004,3.099826,0.297131,2.49,191.574554,5.2199
1,1,0,A,12609.54004,12610.08008,0.003783,0.209137,0.5401,343.642609,2.91
1,1,1,A,12610.08008,12611.33984,2.729896,0.224608,1.2599,330.022125,3.0301
,,,,,,,,,,
1,1,1,A,12621.69043,12623.84961,3.045382,0.271988,2.159,N/A,Not found
1,1,0,A,12623.84961,12631.29004,-0.04214,0.197505,7.4405,N/A,Not found
1,1,1,A,12631.29004,12631.58984,3.018743,0.299084,0.3,104.172089,9.5995
1,1,0,A,12631.58984,12636.48047,-0.107948,0.189049,4.8905,129.190628,7.7405
1,1,1,A,12636.48047,12642.48047,3.071801,0.285603,6,192.659668,5.1905
1,1,0,A,12642.48047,12642.95996,-0.0106,0.137366,0.4795,91.823151,10.8905
1,1,1,AB,12642.95996,12643.08008,1.800381,0,0.1201,154.332901,6.4795
1,1,0,A,12643.08008,12644.16016,-0.106529,0.239751,1.0801,1667.778564,0.5996
1,1,1,A,12644.16016,12644.40039,2.862413,0.240499,0.2403,833.194458,1.2002
1,1,0,A,12644.40039,12657.36035,-0.062708,0.183914,12.96,757.346252,1.3204
1,1,1,A,12657.36035,12659.12988,3.025738,0.235612,1.7695,75.755852,13.2003
1,1,0,A,12659.12988,12660.66016,-0.049691,0.155791,1.5302,67.890968,14.7295
1,1,1,A,12660.66016,12660.99023,3.116258,0.30758,0.33,303.057861,3.2997
1,1,0,A,12660.99023,12661.88965,0.028463,0.179076,0.8993,537.576599,1.8602
1,1,1,A,12661.88965,12663.69043,3.114282,0.508493,1.801,813.471069,1.2293
1,1,0,A,12663.69043,12670.5,-0.035687,0.214946,6.8095,370.329224,2.7003
1,1,1,A,12670.5,12672.26953,3.066199,0.301313,1.7695,116.137276,8.6105
1,1,0,A,12672.26953,12675.92969,-0.041303,0.164552,3.66,116.563705,8.579
1,1,1,A,12675.92969,12678.57031,2.975265,0.295245,2.6407,184.179016,5.4295
1,1,0,A,12678.57031,12682.16992,0.026923,0.183379,3.5998,158.712524,6.3007
1,1,1,A,12682.16992,12683.63965,3.006818,0.182262,1.4695,160.243576,6.2405
1,1,0,A,12683.63965,12689.96973,-0.020011,0.168213,6.33,197.2659,5.0693
1,1,1,A,12689.96973,12691.25977,3.058339,0.301401,1.2905,128.213348,7.7995
1,1,0,A,12691.25977,12693.41992,-0.021629,0.225249,2.16,131.224991,7.6205
1,1,1,A,12693.41992,12694.91992,3.192149,0.255229,1.5,289.81308,3.4505
1,1,0,A,12694.91992,12696.59961,0.027005,0.196105,1.6795,273.22403,3.66
1,1,1,A,12696.59961,12696.78027,3.13528,0.056537,0.1807,314.514862,3.1795
1,1,0,AB,12696.78027,12696.90039,0.529995,0,0.1203,537.576599,1.8602
1,1,1,A,12696.90039,12697.58984,3.235362,0.222205,0.6895,3322.259033,0.301
1,1,0,A,12697.58984,12699.54004,-0.026196,0.224889,1.95,1234.872803,0.8098
1,1,1,A,12699.54004,12700.16992,3.210925,0.286157,0.63,378.859619,2.6395
1,1,0,A,12700.16992,12704.94043,-0.03679,0.165107,4.7705,387.596893,2.58
1,1,1,AB,12704.94043,12705,1.610274,0,0.0595,185.168045,5.4005
1,1,0,A,12705,12706.76953,-0.072254,0.185352,1.7695,207.039337,4.83
1,1,1,A,12706.76953,12708.87012,3.099421,0.316752,2.1006,546.746826,1.829
1,1,0,A,12708.87012,12714.87012,-0.072555,0.203379,6,258.391266,3.8701
1,1,1,A,12714.87012,12715.04981,2.836215,0.086317,0.1799,123.447647,8.1006
1,1,0,A,12715.04981,12716.84961,-0.06059,0.206826,1.7995,161.814911,6.1799
1,1,1,A,12716.84961,12717.62988,3.070619,0.345879,0.7805,505.203583,1.9794
1,1,0,A,12717.62988,12724.25977,-0.049242,0.217606,6.63,387.596893,2.58
1,1,1,A,12724.25977,12724.55957,3.17559,0.165387,0.2995,134.943665,7.4105
1,1,0,A,12724.55957,12725.40039,0.063153,0.147408,0.841,144.310562,6.9295
1,1,1,A,12725.40039,12729.08984,3.147897,0.290319,3.6895,876.808411,1.1405
1,1,0,A,12729.08984,12729.24023,0.175368,0,0.1502,220.726196,4.5305
1,1,1,A,12729.24023,12729.75,3.158171,0.238281,0.5098,260.437012,3.8397
1,1,0,AB,12729.75,12729.83984,0.696341,0,0.09,1515.151489,0.66
1,1,1,A,12729.83984,12730.98047,3.039553,0.201365,1.1405,1667.222412,0.5998
1,1,0,A,12730.98047,12732.71973,-0.047734,0.215994,1.739,812.677795,1.2305
