Trace,Search,Level,State,Event St.,Event end,Amplitud,Amp. SD,Dwell Time,Inst. Freq,Interval
1,1,1,A,11022.50977,11023.11035,2.898548,0.20022,0.6005,724.637695,1.38
1,1,0,A,11023.11035,11025.71973,-0.011397,0.190421,2.609,1386.962524,0.721
1,1,1,A,11025.71973,11027.00977,3.182329,0.283539,1.2905,311.575012,3.2095
1,1,0,A,11027.00977,11027.42969,-0.151891,0.103198,0.4195,256.443146,3.8995
1,1,1,A,11027.42969,11032.53027,3.036052,0.444776,5.1007,584.795349,1.71
1,1,0,AB,11032.53027,11032.58984,0.94423,0,0.0598,181.152863,5.5202
1,1,1,A,11032.58984,11042.49023,3.260436,0.359225,9.9002,193.779678,5.1605
1,1,0,A,11042.49023,11048.19043,0.041003,0.216721,5.7003,100.401604,9.96
1,1,1,A,11048.19043,11049.62988,2.847599,0.424462,1.4395,64.10051,15.6005
1,1,0,AB,11049.62988,11049.69043,1.603383,0,0.0605,140.059952,7.1398
1,1,1,A,11049.69043,11055.29981,3.09051,0.346889,5.6095,666.666687,1.5
1,1,0,A,11055.29981,11055.54004,0.096883,0.232545,0.24,176.366837,5.67
1,1,1,A,11055.54004,11055.99023,2.590268,0.221257,0.4502,170.954788,5.8495
1,1,0,AB,11055.99023,11056.11035,0.770088,0,0.1203,1448.855347,0.6902
1,1,1,A,11056.11035,11058.75,3.043663,0.192465,2.6395,1752.848389,0.5705
1,1,0,A,11058.75,11060.45996,-0.078968,0.227297,1.71,362.345093,2.7598
1,1,1,A,11060.45996,11067.15039,3.183876,0.287013,6.6905,229.911484,4.3495
1,1,0,A,11067.15039,11068.67969,-0.052346,0.182573,1.529,119.040535,8.4005
1,1,1,A,11068.67969,11072.79004,3.149319,0.302274,4.1105,121.661903,8.2195
1,1,0,A,11072.79004,11073.08984,-0.14661,0.168606,0.3,177.320679,5.6395
1,1,1,AB,11073.08984,11073.15039,1.393349,0,0.0605,226.731659,4.4105
1,1,0,A,11073.15039,11073.87012,-0.120323,0.165553,0.7196,2773.925049,0.3605
1,1,1,A,11073.87012,11081.09961,3.126599,0.450855,7.2294,1281.886963,0.7801
1,1,0,A,11081.09961,11081.94043,-0.078652,0.137677,0.841,125.801987,7.949
1,1,1,A,11081.94043,11086.11035,3.112492,0.262063,4.17,123.909599,8.0704
1,1,0,AB,11086.11035,11086.23047,0.419435,0,0.12,199.560959,5.011
1,1,1,AB,11086.23047,11086.34961,2.365236,0,0.119,233.100235,4.29
1,1,0,A,11086.34961,11086.79981,0.016881,0.177378,0.4505,4184.100586,0.239
1,1,1,A,11086.79981,11091.83984,3.101536,0.257272,5.04,1755.92627,0.5695
1,1,0,A,11091.83984,11092.16992,0.17757,0.072523,0.33,182.132782,5.4905
1,1,1,A,11092.16992,11092.44043,3.065056,0.202232,0.2705,186.219742,5.37
1,1,0,A,11092.44043,11093.63965,-0.082361,0.200415,1.199,1665.278931,0.6005
1,1,1,A,11093.63965,11093.94043,2.390942,0.257132,0.301,680.503601,1.4695
1,1,0,A,11093.94043,11094.15039,0.378206,0.092798,0.21,666.666687,1.5
1,1,1,AB,11094.15039,11094.20996,1.313872,0,0.0595,1956.947144,0.511
1,1,0,AB,11094.20996,11094.26953,1.271147,0,0.0595,3710.575195,0.2695
1,1,1,A,11094.26953,11095.74023,3.194338,0.34019,1.4707,8403.361328,0.119
1,1,0,AB,11095.74023,11095.79981,1.554961,0,0.0598,653.509338,1.5302
1,1,1,A,11095.79981,11096.73047,3.102745,0.264697,0.9305,653.381226,1.5305
1,1,0,AB,11096.73047,11096.84961,0.657134,0,0.119,1009.794983,0.9903
1,1,1,A,11096.84961,11105.87988,3.091154,0.399319,9.0305,952.834656,1.0495
1,1,0,A,11105.87988,11106.12012,0.453734,0.168217,0.2401,109.295593,9.1495
1,1,1,A,11106.12012,11111.00977,3.095125,0.367053,4.8899,107.867882,9.2706
1,1,0,AB,11111.00977,11111.12988,1.143006,0,0.12,194.931778,5.13
1,1,1,A,11111.12988,11111.28027,1.527527,0,0.1502,199.604782,5.0099
1,1,0,AB,11111.28027,11111.40039,1.099061,0,0.1203,3700.962158,0.2702
1,1,1,A,11111.40039,11111.73047,1.556039,0.118971,0.33,3696.857666,0.2705
1,1,0,A,11111.73047,11111.96973,0.951966,0.145725,0.239,2220.741699,0.4503
1,1,1,AB,11111.96973,11112.03027,1.247084,0,0.0607,1757.469238,0.569
1,1,0,A,11112.03027,11112.17969,1.294692,0,0.1493,3336.669922,0.2997
1,1,1,A,11112.17969,11112.4502,1.664073,0.074326,0.2707,4761.904785,0.21
1,1,0,AB,11112.4502,11112.50977,1.312632,0,0.0598,2380.952393,0.42
1,1,1,AB,11112.50977,11112.57031,1.468882,0,0.0602,3025.718506,0.3305
1,1,0,A,11112.57031,11112.78027,0.784882,0.062749,0.21,8333.333008,0.12
1,1,1,A,11112.78027,11112.99023,1.917083,0.181543,0.21,3700.962158,0.2702
1,1,0,A,11112.99023,11113.34961,0.732111,0.186383,0.3593,2380.952393,0.42
1,1,1,A,11113.34961,11113.91992,3.471367,0.411161,0.5705,1756.543091,0.5693
1,1,0,A,11113.91992,11114.19043,0.025404,0.144336,0.2705,1075.500122,0.9298
1,1,1,A,11114.19043,11114.33984,2.637236,0,0.1495,1189.060669,0.841
1,1,0,A,11114.33984,11117.75977,-0.088244,0.275052,3.42,2380.952393,0.42
1,1,1,A,11117.75977,11132.84961,3.035961,0.329347,15.0895,280.151276,3.5695
1,1,0,AB,11132.84961,11132.96973,0.775811,0,0.12,54.02631,18.509501
1,1,1,A,11132.96973,11136.12012,3.033719,0.318245,3.1506,65.748383,15.2095
1,1,0,AB,11136.12012,11136.24023,0.418755,0,0.1201,305.754303,3.2706
1,1,1,AB,11136.24023,11136.36035,2.102715,0,0.1203,305.744934,3.2707
1,1,0,A,11136.36035,11138.09961,-0.109877,0.227485,1.739,4159.733887,0.2404
1,1,1,A,11138.09961,11138.49023,3.026039,0.341211,0.3907,537.836792,1.8593
1,1,0,A,11138.49023,11140.98047,-0.072664,0.218917,2.4903,469.549713,2.1297
1,1,1,A,11140.98047,11142.66016,3.065002,0.276385,1.6797,347.101715,2.881
1,1,0,A,11142.66016,11144.94043,-0.086139,0.159079,2.2803,239.808151,4.17
1,1,1,A,11144.94043,11146.13965,2.857088,0.362768,1.199,252.525253,3.96
1,1,0,AB,11146.13965,11146.23047,0.959556,0,0.091,287.414124,3.4793
1,1,1,A,11146.23047,11148.69043,3.138824,0.309098,2.46,775.193787,1.29
1,1,0,A,11148.69043,11149.32031,-0.043574,0.235002,0.6297,392.003143,2.551
1,1,1,A,11149.32031,11152.11035,2.993635,0.347228,2.7903,323.656006,3.0897
1,1,0,AB,11152.11035,11152.23047,0.40322,0,0.12,292.397675,3.42
1,1,1,A,11152.23047,11159.28027,3.039012,0.355967,7.0497,343.607178,2.9103
1,1,0,A,11159.28027,11160.48047,0.25248,0.366286,1.2003,139.475845,7.1697
1,1,1,A,11160.48047,11167.34961,3.085306,0.29483,6.869,121.21212,8.25
1,1,0,A,11167.34961,11169.50977,-0.080835,0.197586,2.1605,123.926483,8.0693
1,1,1,A,11169.50977,11170.13965,3.023381,0.273254,0.6295,110.7481,9.0295
1,1,0,A,11170.13965,11170.91992,-0.036961,0.123586,0.7805,358.422943,2.79
1,1,1,A,11170.91992,11172.78027,2.819178,0.387134,1.8602,709.219849,1.41
1,1,0,AB,11172.78027,11172.83984,1.02185,0,0.0598,378.687469,2.6407
1,1,1,A,11172.83984,11173.41016,2.791422,0.296978,0.5702,520.833313,1.92
1,1,0,A,11173.41016,11173.55957,0.863769,0,0.1493,1587.301636,0.63
1,1,1,A,11173.55957,11173.98047,3.193008,0.500294,0.421,1389.854126,0.7195
1,1,0,A,11173.98047,11174.51953,-0.097406,0.196628,0.539,1753.463135,0.5703
1,1,1,A,11174.51953,11175.20996,2.798652,0.083343,0.6905,1041.666626,0.96
1,1,0,A,11175.20996,11178.87012,-0.135202,0.260471,3.6601,813.338745,1.2295
1,1,1,A,11178.87012,11180.33984,3.156014,0.22027,1.4699,229.853348,4.3506
1,1,0,A,11180.33984,11180.63965,-0.216111,0.131607,0.2995,194.931778,5.13
1,1,1,A,11180.63965,11181.05957,2.695047,0.43045,0.42,565.16333,1.7694
1,1,0,A,11181.05957,11181.50977,-0.049266,0.228492,0.4505,1389.854126,0.7195
1,1,1,A,11181.50977,11184.24023,3.25393,0.301703,2.7302,1148.765137,0.8705
1,1,0,A,11184.24023,11184.92969,-0.063964,0.218387,0.6893,314.39621,3.1807
1,1,1,A,11184.92969,11187.62988,3.050043,0.324967,2.7005,292.44043,3.4195
1,1,0,A,11187.62988,11189.42969,0.077186,0.212367,1.7995,295.002655,3.3898
1,1,1,A,11189.42969,11189.91016,2.894693,0.255388,0.4807,222.222229,4.5
1,1,0,A,11189.91016,11199.05957,-0.078929,0.19149,9.1493,438.558014,2.2802
1,1,1,A,11199.05957,11200.76953,3.000635,0.391569,1.71,103.842163,9.63
1,1,0,AB,11200.76953,11200.88965,0.264475,0,0.12,92.086967,10.8593
1,1,1,A,11200.88965,11201.73047,3.193882,0.271779,0.841,546.448059,1.83
1,1,0,AB,11201.73047,11201.79004,1.466867,0,0.0595,1040.582764,0.961
1,1,1,A,11201.79004,11202.83984,3.278824,0.280731,1.05,1110.494141,0.9005
1,1,0,A,11202.83984,11203.46973,0.102588,0.205697,0.6295,901.306885,1.1095
1,1,1,A,11203.46973,11207.7002,3.141228,0.302348,4.2307,595.415283,1.6795
1,1,0,A,11207.7002,11208.12012,0.173697,0.256176,0.4199,205.752853,4.8602
1,1,1,A,11208.12012,11208.71973,3.311723,0.234872,0.5994,215.026016,4.6506
1,1,0,A,11208.71973,11209.55957,0.014909,0.236254,0.84,981.06543,1.0193
1,1,1,A,11209.55957,11211.41992,3.015409,0.287425,1.8605,694.733887,1.4394
1,1,0,A,11211.41992,11215.70996,0.009422,0.210284,4.29,370.301788,2.7005
1,1,1,A,11215.70996,11230.25977,3.212329,0.294167,14.55,162.588409,6.1505
1,1,0,A,11230.25977,11231.21973,0.052318,0.232349,0.9595,53.078556,18.84
1,1,1,A,11231.21973,11235.59961,3.041925,0.385735,4.38,64.476608,15.5095
1,1,0,A,11235.59961,11235.75,-0.021683,0,0.1505,187.283447,5.3395
1,1,1,A,11235.75,11240.7002,3.111037,0.327532,4.9502,220.726196,4.5305
1,1,0,A,11240.7002,11242.08008,-0.076419,0.16738,1.3799,196.051529,5.1007
1,1,1,A,11242.08008,11242.37988,2.929939,0.068223,0.2999,157.975388,6.3301
1,1,0,AB,11242.37988,11242.44043,1.099494,0,0.0605,595.30896,1.6798
1,1,1,A,11242.44043,11246.16016,3.282676,0.235056,3.7197,2774.694824,0.3604
1,1,0,A,11246.16016,11250.26953,0.000647,0.144964,4.1093,264.536255,3.7802
1,1,1,A,11250.26953,11256.99023,3.239901,0.265905,6.7207,127.730232,7.829
1,1,0,A,11256.99023,11257.55957,0.013181,0.104876,0.5693,92.336105,10.83
1,1,1,A,11257.55957,11259.38965,3.200497,0.216196,1.83,137.17421,7.29
1,1,0,A,11259.38965,11259.87012,0.052756,0.165562,0.4806,416.788239,2.3993
1,1,1,A,11259.87012,11265.66016,3.289148,0.519143,5.7901,432.788025,2.3106
1,1,0,A,11265.66016,11267.73047,-0.019555,0.202168,2.0703,159.471832,6.2707
1,1,1,A,11267.73047,11268.99023,3.114107,0.276999,1.2597,127.219986,7.8604
1,1,0,A,11268.99023,11269.16992,0.289111,0.066464,0.1798,300.300293,3.33
1,1,1,A,11269.16992,11269.67969,3.149925,0.173233,0.5095,694.685669,1.4395
1,1,0,A,11269.67969,11270.21973,-0.000273,0.25723,0.54,1450.747192,0.6893
1,1,1,A,11270.21973,11272.44043,3.087055,0.264372,2.221,952.834656,1.0495
1,1,0,A,11272.44043,11272.58984,0.127469,0,0.1495,362.187622,2.761
1,1,1,A,11272.58984,11278.55957,3.066845,0.272716,5.9695,421.851929,2.3705
1,1,0,A,11278.55957,11281.32031,-0.021414,0.22345,2.7607,163.4254,6.119
1,1,1,A,11281.32031,11281.46973,2.563494,0,0.1493,114.544914,8.7302
1,1,0,A,11281.46973,11281.9502,0.037605,0.166716,0.4807,343.642609,2.91
1,1,1,A,11281.9502,11286.54004,3.309689,0.278067,4.5898,1587.301636,0.63
1,1,0,A,11286.54004,11287.46973,0.046232,0.164601,0.9295,197.219208,5.0705
1,1,1,A,11287.46973,11289.92969,3.05773,0.272019,2.46,181.182404,5.5193
1,1,0,A,11289.92969,11292.12012,0.180841,0.204321,2.1906,295.028778,3.3895
1,1,1,A,11292.12012,11295.41992,3.080398,0.387135,3.2999,215.026016,4.6506
1,1,0,A,11295.41992,11296.91992,-0.004882,0.187385,1.5,182.132782,5.4905
1,1,1,A,11296.91992,11297.51953,2.807635,0.205067,0.5995,208.337677,4.7999
1,1,0,AB,11297.51953,11297.61035,0.208414,0,0.091,476.303894,2.0995
1,1,1,A,11297.61035,11302.08008,3.123289,0.259144,4.4696,1448.225952,0.6905
1,1,0,AB,11302.08008,11302.13965,1.631754,0,0.0594,219.269394,4.5606
1,1,1,A,11302.13965,11304,3.292563,0.188113,1.8605,220.799286,4.529
1,1,0,AB,11304,11304.05957,1.687296,0,0.0595,520.860474,1.9199
1,1,1,A,11304.05957,11304.4502,2.970052,0.172356,0.3907,520.833313,1.92
1,1,0,A,11304.4502,11304.62988,0.212382,0.020284,0.1798,2221.235107,0.4502
1,1,1,A,11304.62988,11308.98047,3.261564,0.293036,4.3505,1752.848389,0.5705
1,1,0,A,11308.98047,11311.34961,0.0057,0.185716,2.369,220.735931,4.5303
1,1,1,A,11311.34961,11312.63965,2.976731,0.50093,1.29,148.820602,6.7195
1,1,0,AB,11312.63965,11312.7002,1.432276,0,0.0607,273.298706,3.659
1,1,1,A,11312.7002,11318.73047,3.11042,0.279015,6.0303,740.356873,1.3507
1,1,0,A,11318.73047,11319.03027,-0.046504,0.094196,0.2997,164.176651,6.091
1,1,1,A,11319.03027,11327.12988,3.220144,0.274146,8.0998,157.97789,6.33
1,1,0,A,11327.12988,11329.83008,0.047669,0.223014,2.7001,119.054703,8.3995
1,1,1,A,11329.83008,11332.53027,3.040687,0.419371,2.7001,92.593452,10.7999
1,1,0,A,11332.53027,11334.59961,-0.072873,0.187692,2.0693,185.178329,5.4002
1,1,1,A,11334.59961,11335.04981,3.032212,0.20346,0.4505,209.669983,4.7694
1,1,0,AB,11335.04981,11335.16992,0.252449,0,0.12,396.856903,2.5198
1,1,1,A,11335.16992,11336.28027,3.269583,0.323456,1.1102,1752.848389,0.5705
1,1,0,A,11336.28027,11337.38965,-0.012851,0.204895,1.1093,812.875977,1.2302
1,1,1,AB,11337.38965,11337.50977,2.614374,0,0.1205,450.551941,2.2195
,,,,,,,,,,
1,1,1,A,11340.38965,11344.41016,3.189079,0.368161,4.0207,N/A,Not found
1,1,0,A,11344.41016,11345.37012,-0.115964,0.202048,0.9599,N/A,Not found
1,1,1,A,11345.37012,11351.82031,3.080214,0.280937,6.4501,200.779022,4.9806
1,1,0,AB,11351.82031,11351.94043,0.49812,0,0.1203,134.952774,7.41
1,1,1,A,11351.94043,11358.83984,3.075969,0.281733,6.8995,152.197739,6.5704
1,1,0,A,11358.83984,11358.99023,-0.068286,0,0.1502,142.454208,7.0198
1,1,1,A,11358.99023,11369.66992,3.158649,0.331514,10.6798,141.850006,7.0497
1,1,0,AB,11369.66992,11369.73047,0.771289,0,0.0605,92.336105,10.83
1,1,1,A,11369.73047,11373.57031,3.00423,0.289236,3.8397,93.107269,10.7403
1,1,0,AB,11373.57031,11373.62988,0.620532,0,0.0598,256.397095,3.9002
1,1,1,A,11373.62988,11391.17969,3.114978,0.274511,17.5495,256.443146,3.8995
1,1,0,A,11391.17969,11392.88965,-0.159198,0.278615,1.71,56.788174,17.609301
1,1,1,A,11392.88965,11394.69043,3.1608,0.312712,1.801,51.922428,19.259501
1,1,0,A,11394.69043,11398.53027,-0.106302,0.160738,3.8397,284.819153,3.511
1,1,1,A,11398.53027,11404.25977,3.03806,0.370734,5.7298,177.282959,5.6407
1,1,0,A,11404.25977,11404.53027,-0.0128,0.044569,0.2702,104.498665,9.5695
1,1,1,A,11404.53027,11448.29981,3.171116,0.318324,43.769798,166.666672,6
1,1,0,A,11448.29981,11457.62988,-0.037142,0.19471,9.33,22.706631,44.040001
1,1,1,A,11457.62988,11460.75,3.18879,0.311287,3.12,18.832462,53.0998
1,1,0,A,11460.75,11462.82031,-0.002414,0.189972,2.0702,80.321281,12.45
1,1,1,A,11462.82031,11466.66016,3.167673,0.272757,3.84,192.670807,5.1902
1,1,0,A,11466.66016,11466.80957,0.296195,0,0.1493,169.199005,5.9102
1,1,1,A,11466.80957,11475,3.18492,0.310691,8.1905,250.670547,3.9893
1,1,0,AB,11475,11475.12012,0.292883,0,0.1201,119.906952,8.3398
1,1,1,A,11475.12012,11484.17969,3.214583,0.244787,9.0594,120.328255,8.3106
1,1,0,A,11484.17969,11484.36035,0.418005,0.041432,0.181,108.938393,9.1795
1,1,1,A,11484.36035,11486.73047,3.260549,0.246304,2.37,108.220421,9.2404
1,1,0,A,11486.73047,11487.24023,0.129665,0.245111,0.5097,392.003143,2.551
1,1,1,AB,11487.24023,11487.33008,1.989221,0,0.0899,347.258392,2.8797
1,1,0,A,11487.33008,11487.71973,-0.060001,0.197588,0.3894,1667.778564,0.5996
1,1,1,A,11487.71973,11491.01953,3.397103,0.277991,3.3,2086.375977,0.4793
1,1,0,A,11491.01953,11491.25977,0.306499,0.056559,0.2405,271.046783,3.6894
1,1,1,A,11491.25977,11502.75,3.214856,0.266466,11.49,282.445984,3.5405
1,1,0,AB,11502.75,11502.80957,1.26123,0,0.0595,85.247856,11.7305
1,1,1,A,11502.80957,11512.5,3.232079,0.385119,9.6905,86.583832,11.5495
1,1,0,A,11512.5,11515.08008,-0.027475,0.216751,2.5801,102.564102,9.75
1,1,1,A,11515.08008,11520.15039,3.214902,0.319061,5.0704,81.495605,12.2706
1,1,0,A,11520.15039,11520.48047,-0.002102,0.149686,0.33,130.710419,7.6505
1,1,1,A,11520.48047,11529.83984,3.17278,0.311655,9.3595,185.171463,5.4004
1,1,0,A,11529.83984,11531.84961,-0.03466,0.171105,2.0095,103.204498,9.6895
1,1,1,A,11531.84961,11535.4502,3.277273,0.31061,3.6007,87.958481,11.369
1,1,0,A,11535.4502,11536.62012,-0.054217,0.131232,1.1699,178.246765,5.6102
1,1,1,A,11536.62012,11539.65039,3.064324,0.394985,3.0304,209.617233,4.7706
1,1,0,A,11539.65039,11540.79004,-0.059767,0.192903,1.1395,238.078232,4.2003
1,1,1,A,11540.79004,11543.84961,3.115753,0.355526,3.0595,239.813904,4.1699
1,1,0,A,11543.84961,11544.36035,0.043752,0.244283,0.511,238.151947,4.199
1,1,1,A,11544.36035,11554.67969,3.297714,0.31944,10.319,280.072815,3.5705
1,1,0,AB,11554.67969,11554.76953,0.952808,0,0.09,92.336105,10.83
1,1,1,A,11554.76953,11556.99023,3.073099,0.34767,2.2207,96.070709,10.409
1,1,0,A,11556.99023,11557.25977,0.291675,0.080975,0.2698,432.769287,2.3107
1,1,1,A,11557.25977,11571.03027,3.186039,0.398123,13.7702,401.525787,2.4905
1,1,0,AB,11571.03027,11571.08984,1.122302,0,0.0598,71.225075,14.04
1,1,1,A,11571.08984,11573.7002,3.195578,0.353267,2.6102,72.30658,13.83
1,1,0,A,11573.7002,11573.91016,0.080839,0.136951,0.21,374.53183,2.67
1,1,1,A,11573.91016,11581.23047,3.302601,0.280957,7.3203,354.584778,2.8202
1,1,0,A,11581.23047,11582.12988,-0.042275,0.136722,0.8995,132.796829,7.5303
1,1,1,A,11582.12988,11592.4502,3.208834,0.326706,10.3202,121.657463,8.2198
1,1,0,A,11592.4502,11592.59961,0.330768,0,0.1493,89.128944,11.2197
1,1,1,A,11592.59961,11597.28027,3.305646,0.25123,4.6807,95.515549,10.4695
1,1,0,A,11597.28027,11597.45996,0.260755,0.205434,0.1798,207.039337,4.83
1,1,1,A,11597.45996,11601.26953,3.220001,0.29583,3.8095,205.740143,4.8605
1,1,0,A,11601.26953,11602.88965,0.016893,0.222755,1.62,250.670547,3.9893
1,1,1,A,11602.88965,11606.12988,3.139836,0.292637,3.2405,184.179016,5.4295
1,1,0,A,11606.12988,11606.82031,0.050694,0.182788,0.6902,205.740143,4.8605
1,1,1,A,11606.82031,11621.96973,3.247518,0.278182,15.1493,254.407608,3.9307
1,1,0,AB,11621.96973,11622.03027,1.088411,0,0.0607,63.133305,15.8395
1,1,1,A,11622.03027,11640.24023,3.230851,0.332346,18.209999,65.746216,15.21
1,1,0,AB,11640.24023,11640.29981,1.534578,0,0.0598,54.732441,18.2707
1,1,1,A,11640.29981,11644.98047,3.131495,0.322014,4.6805,54.735138,18.2698
1,1,0,A,11644.98047,11648.66992,0.031589,0.211829,3.6895,210.957108,4.7403
1,1,1,A,11648.66992,11649,3.039423,0.160842,0.33,119.474312,8.37
1,1,0,A,11649,11651.61035,0.013894,0.17626,2.6105,248.787155,4.0195
1,1,1,A,11651.61035,11657.40039,3.199085,0.343945,5.79,340.078217,2.9405
1,1,0,AB,11657.40039,11657.45996,1.070528,0,0.0595,119.040535,8.4005
1,1,1,A,11657.45996,11658.33008,3.082295,0.328917,0.8701,170.954788,5.8495
1,1,0,A,11658.33008,11658.57031,0.227632,0.073033,0.2401,1075.731445,0.9296
1,1,1,A,11658.57031,11659.74023,3.260985,0.277427,1.17,900.738586,1.1102
1,1,0,A,11659.74023,11662.23047,0.047233,0.285851,2.4903,709.169556,1.4101
1,1,1,A,11662.23047,11665.55957,3.204673,0.294788,3.329,273.20166,3.6603
1,1,0,A,11665.55957,11668.5,0.006346,0.190692,2.9405,171.84198,5.8193
1,1,1,A,11668.5,11694,3.290671,0.328247,25.5,159.50235,6.2695
1,1,0,AB,11694,11694.05957,1.501176,0,0.0595,35.161125,28.4405
1,1,1,A,11694.05957,11703.17969,3.19726,0.259696,9.12,39.124397,25.5595
1,1,0,A,11703.17969,11703.87012,0.089337,0.223146,0.6906,108.938393,9.1795
1,1,1,A,11703.87012,11704.13965,3.016455,0.160652,0.2694,101.930565,9.8106
1,1,0,A,11704.13965,11704.53027,0.087921,0.146343,0.3907,1041.666626,0.96
1,1,1,A,11704.53027,11706.90039,3.223271,0.248053,2.3703,1514.921997,0.6601
1,1,0,A,11706.90039,11710.70996,0.011971,0.242148,3.8095,362.187622,2.761
1,1,1,A,11710.70996,11718.87012,3.148282,0.302674,8.1601,161.817535,6.1798
1,1,0,A,11718.87012,11719.23047,0.240796,0.219629,0.3604,83.544983,11.9696
1,1,1,A,11719.23047,11721.57031,3.4286,0.30069,2.3397,117.364006,8.5205
1,1,0,AB,11721.57031,11721.69043,0.591529,0,0.1203,370.356659,2.7001
1,1,1,A,11721.69043,11724.12012,3.289663,0.318356,2.4296,406.504059,2.46
1,1,0,A,11724.12012,11724.33008,0.235694,0.105411,0.21,392.172241,2.5499
1,1,1,A,11724.33008,11731.41016,3.198456,0.371673,7.0801,378.845276,2.6396
1,1,0,A,11731.41016,11731.98047,0.053584,0.192742,0.5703,137.172333,7.2901
1,1,1,A,11731.98047,11748.03027,3.231801,0.349216,16.0497,130.712112,7.6504
1,1,0,AB,11748.03027,11748.15039,0.915399,0,0.1203,60.168472,16.620001
1,1,1,A,11748.15039,11755.16992,3.257114,0.361827,7.0195,61.842918,16.17
1,1,0,A,11755.16992,11755.62012,0.01047,0.244762,0.4501,140.059952,7.1398
1,1,1,A,11755.62012,11758.29004,3.22413,0.315628,2.6699,133.875977,7.4696
1,1,0,A,11758.29004,11758.62012,-0.158279,0.255617,0.3301,320.512817,3.12
1,1,1,A,11758.62012,11760.92969,2.99314,0.329703,2.3094,333.333344,3
1,1,0,A,11760.92969,11761.58984,-0.074397,0.156719,0.6605,378.859619,2.6395
1,1,1,A,11761.58984,11767.74023,3.28259,0.28834,6.1502,336.71167,2.9699
1,1,0,A,11767.74023,11768.96973,0.079733,0.165202,1.2293,146.827789,6.8107
1,1,1,A,11768.96973,11778.57031,3.279049,0.319822,9.6007,135.510529,7.3795
1,1,0,A,11778.57031,11778.71973,0.488715,0,0.1493,92.336105,10.83
1,1,1,A,11778.71973,11784.66016,3.22983,0.339623,5.9407,102.564102,9.75
1,1,0,AB,11784.66016,11784.71973,1.028264,0,0.0593,164.203613,6.09
1,1,1,A,11784.71973,11785.46973,2.969182,0.232979,0.75,166.666672,6
1,1,0,A,11785.46973,11786.04004,0.125961,0.180764,0.5705,1235.635742,0.8093
1,1,1,A,11786.04004,11801.45996,3.196624,0.322333,15.42,757.288879,1.3205
1,1,0,A,11801.45996,11802.54004,0.03794,0.223069,1.08,62.537132,15.9905
1,1,1,A,11802.54004,11803.13965,3.131438,0.148486,0.5995,60.60606,16.5
1,1,0,A,11803.13965,11804.30957,-0.000241,0.107574,1.17,595.415283,1.6795
1,1,1,A,11804.30957,11810.54981,3.253781,0.350398,6.2405,565.131409,1.7695
1,1,0,A,11810.54981,11810.79004,-0.184592,0.083738,0.24,134.943665,7.4105
1,1,1,A,11810.79004,11812.62012,3.243548,0.188827,1.8301,154.309082,6.4805
1,1,0,A,11812.62012,11812.79981,-0.252391,0.022874,0.1799,483.068451,2.0701
1,1,1,A,11812.79981,11815.86035,3.091795,0.260685,3.0605,497.512451,2.01
1,1,0,AB,11815.86035,11815.98047,0.448892,0,0.12,308.603882,3.2404
1,1,1,A,11815.98047,11822.40039,3.105409,0.308289,6.42,314.415985,3.1805
1,1,0,AB,11822.40039,11822.45996,1.08854,0,0.0595,152.905197,6.54
1,1,1,A,11822.45996,11824.08008,3.010415,0.259334,1.6201,154.332901,6.4795
1,1,0,A,11824.08008,11824.86035,0.070085,0.154742,0.7804,595.379883,1.6796
1,1,1,A,11824.86035,11828.49023,3.333083,0.278671,3.6297,416.579865,2.4005
1,1,0,A,11828.49023,11829.90039,0.668968,0.263521,1.4103,226.752228,4.4101
1,1,1,A,11829.90039,11836.58984,3.158788,0.304906,6.6895,198.412704,5.04
1,1,0,AB,11836.58984,11836.67969,0.718363,0,0.0895,123.459839,8.0998
1,1,1,A,11836.67969,11836.98047,2.651448,0.180745,0.301,147.514389,6.779
1,1,0,A,11836.98047,11838.59961,-0.074716,0.219227,1.619,2560.81958,0.3905
1,1,1,A,11838.59961,11841.12012,3.083756,0.16868,2.5206,520.833313,1.92
1,1,0,A,11841.12012,11841.69043,-0.099299,0.346559,0.5704,241.569229,4.1396
1,1,1,A,11841.69043,11850.69043,3.138179,0.275614,9,323.519897,3.091
1,1,0,AB,11850.69043,11850.75,0.864054,0,0.0595,104.488838,9.5704
1,1,1,A,11850.75,11855.07031,3.171336,0.323088,4.3202,110.381371,9.0595
1,1,0,A,11855.07031,11859.15039,-0.050469,0.18714,4.0803,228.326141,4.3797
1,1,1,A,11859.15039,11866.67969,3.207709,0.261036,7.529,119.040535,8.4005
1,1,0,A,11866.67969,11867.07031,-0.057381,0.086393,0.3907,86.13784,11.6093
1,1,1,A,11867.07031,11867.49023,3.1215,0.310486,0.42,126.26741,7.9197
1,1,0,AB,11867.49023,11867.58008,0.464945,0,0.0899,1233.501953,0.8107
1,1,1,A,11867.58008,11867.73047,2.767801,0,0.1504,1961.168823,0.5099
1,1,0,A,11867.73047,11872.23047,-0.052681,0.214457,4.5,4161.464844,0.2403
1,1,1,A,11872.23047,11874.36035,2.931864,0.459755,2.13,215.035263,4.6504
1,1,0,AB,11874.36035,11874.41992,1.136456,0,0.0595,150.829559,6.63
1,1,1,A,11874.41992,11887.04981,3.099626,0.267293,12.63,456.725281,2.1895
1,1,0,A,11887.04981,11887.2002,0.438824,0,0.1502,78.805313,12.6895
